title,original_title,year,genre,duration,country,language,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
"The Boondock Saints 2 - Il giorno di Ognissanti","The Boondock Saints II: All Saints Day",2009,3,118,1,3,6.3,60835,8000000,10273188,10629321,24,197,86
"Iron Man 3","Iron Man Three",2013,3,130,1,1,7.2,739816,200000000,409013994,1214811252,62,1322,643
"Every Day","Every Day",2010,3,93,1,1,5.7,3279,3000000,46029,46029,48,16,46
"Kung Fu Panda 2","Kung Fu Panda 2",2011,3,90,1,1,7.2,247095,150000000,165249063,665692281,67,245,291
"L'orso Yoghi","Yogi Bear",2010,3,81,2,1,4.6,20027,80000000,100246011,203509374,35,114,146
"Defendor","Defendor",2009,3,101,3,2,6.8,35247,3500000,44462,44462,57,102,65
"Matrimonio in famiglia","Our Family Wedding",2010,2,103,1,1,5,6651,14000000,20255281,21409028,38,25,69
"Milo su Marte","Mars Needs Moms",2011,3,88,1,1,5.4,20780,150000000,21392758,39233678,49,127,134
"Il segreto dei suoi occhi","El secreto de sus ojos",2009,3,129,2,1,8.2,187887,2000000,6391436,42629597,80,303,281
"50 e 50","50/50",2011,3,100,1,1,7.6,311992,8000000,35014192,41097853,72,429,339
"Cercasi amore per la fine del mondo","Seeking a Friend for the End of the World",2012,3,101,1,1,6.7,106300,10000000,7078738,11681781,59,267,278
"Go for It!","Go for It!",2011,2,105,1,1,3.8,1128,200000,180237,180237,44,10,8
"Pupazzi senza gloria","The Happytime Murders",2018,3,91,2,1,5.4,23196,40000000,20706452,27506452,27,467,199
"Jimmy Bobo - Bullet to the Head","Bullet to the Head",2012,3,92,3,1,5.7,46846,45000000,9489829,21947209,48,157,293
"Halloween II","Halloween II",2009,1,105,1,1,4.9,47460,15000000,33392973,39421467,35,564,240
"3 Backyards","3 Backyards",2010,1,88,1,1,5,661,300000,43073,43073,69,22,19
"Che fine hanno fatto i Morgan?","Did You Hear About the Morgans?",2009,3,103,1,5,4.8,37186,58000000,29580087,85280250,27,139,138
"Devil","Devil",2010,3,80,1,3,6.2,127717,10000000,33601190,62695489,44,360,278
"L'amante inglese","Partir",2009,3,85,1,3,6.2,3988,7600000,176113,7556034,56,35,89
"A Single Man","A Single Man",2009,2,99,1,2,7.6,104394,7000000,9176000,24964890,77,281,298
"There Be Dragons - Un santo nella tempesta","There Be Dragons",2011,3,122,3,1,5.8,4495,36000000,1069334,4372642,33,56,76
"Handsome Harry","Handsome Harry",2009,1,94,1,1,6.1,2073,1000000,13500,13500,59,25,25
"L'alba del pianeta delle scimmie","Rise of the Planet of the Apes",2011,3,105,3,2,7.6,490488,93000000,176760185,481800873,68,713,560
"L'ultimo esorcismo","The Last Exorcism",2010,3,87,2,1,5.6,47426,1800000,41034350,69432527,63,331,321
"I mercenari - The Expendables","The Expendables",2010,3,103,4,2,6.5,321130,80000000,103068524,274470394,45,770,441
"I fantastici viaggi di Gulliver","Gulliver's Travels",2010,3,85,1,1,4.9,64747,112000000,42779261,237382724,33,131,186
"Il funerale è servito","Death at a Funeral",2010,1,92,1,1,5.7,46189,21000000,42739347,49050886,51,137,115
"Oldboy","Oldboy",2013,3,104,1,1,5.7,67531,30000000,2193658,5186767,49,298,264
"Mr. Beaver","The Beaver",2011,1,91,2,1,6.6,46813,21000000,970816,7294800,60,165,287
"Gangster Squad","Gangster Squad",2013,3,113,1,1,6.7,203841,60000000,46000903,105200903,40,306,433
"The Dry Land","The Dry Land",2010,1,92,1,2,5.6,479,1000000,11777,11777,47,14,22
"I segreti di Osage County","August: Osage County",2013,2,121,1,1,7.2,83412,25000000,37738810,74188937,58,317,319
"Amore a mille... miglia","Going the Distance",2010,2,102,1,1,6.3,56184,32000000,17804299,42059111,51,126,170
"Cattivissimo me","Despicable Me",2010,3,95,2,1,7.6,491257,69000000,251513985,543113985,72,363,188
"The Twilight Saga: Breaking Dawn - Parte 1","The Twilight Saga: Breaking Dawn - Part 1",2011,3,117,1,2,4.9,219424,110000000,281287133,712205856,45,478,333
"The Twilight Saga: Eclipse","The Twilight Saga: Eclipse",2010,3,124,1,1,5,223170,68000000,300531751,698491347,58,530,292
"Ho cercato il tuo nome","The Lucky One",2012,3,101,1,1,6.5,99629,25000000,60457138,99357138,39,138,172
"The Butler - Un maggiordomo alla Casa Bianca","The Butler",2013,2,132,1,1,7.2,106839,30000000,116632095,177313795,65,358,311
"Comic Movie","Movie 43",2013,1,94,1,1,4.3,98127,6000000,8840453,32443111,18,527,188
"Non lasciarmi","Never Let Me Go",2010,3,103,1,1,7.1,135443,15000000,2434652,9918093,69,393,342
"Arturo","Arthur",2011,2,110,1,1,5.7,50331,40000000,33035397,48147945,36,175,180
"The Perfect Host","The Perfect Host",2010,3,93,1,1,6.8,24441,500000,48764,453708,48,96,112
"47 Ronin","47 Ronin",2013,3,128,4,2,6.3,143667,175000000,38362475,151783839,28,374,232
"Rock of Ages","Rock of Ages",2012,3,123,1,1,5.9,72817,75000000,38518613,59418613,47,396,365
"Cyrus","Cyrus",2010,3,91,1,1,6.3,33406,7000000,7468936,9933873,74,133,226
"Guy and Madeline on a Park Bench","Guy and Madeline on a Park Bench",2009,2,82,1,2,6,1403,60000,35556,35556,83,20,36
"In un mondo migliore","Hævnen",2010,2,118,2,4,7.6,38006,5500000,1008098,13004504,65,94,210
"Terminator Genisys","Terminator Genisys",2015,3,126,2,1,6.3,254807,155000000,89760956,440603537,38,1062,517
"Come lo sai","How Do You Know",2010,3,121,1,1,5.4,45573,120000000,30212620,48668907,46,278,158
"Il grande Gatsby","The Great Gatsby",2013,2,143,2,1,7.2,466522,105000000,144840419,353641895,55,911,450
"Dredd - Il giudice dell'apocalisse","Dredd",2012,3,95,4,1,7.1,246284,50000000,13414714,41037742,60,716,475
"Reuniting the Rubins","Reuniting the Rubins",2010,3,97,1,1,5.1,383,7500000,13569,19288,31,11,11
"Il cavaliere oscuro - Il ritorno","The Dark Knight Rises",2012,2,164,2,2,8.4,1480582,250000000,448139099,1081133191,78,3004,547
"The Eclipse","The Eclipse",2009,3,88,1,1,6.1,2724,3000000,133411,159852,67,32,91
"Protektor","Protektor",2009,2,98,2,2,7.1,814,3000000,2968,473528,49,9,28
"Il cacciatore di giganti","Jack the Giant Slayer",2013,2,114,1,1,6.2,129795,195000000,65187603,197687603,51,222,323
"Chloe - Tra seduzione e inganno","Chloe",2009,3,96,3,1,6.3,68304,14000000,3075255,13657649,48,191,222
"Barbe bleue","Barbe bleue",2009,1,80,1,1,6.3,1255,2400000,33490,38696,73,18,54
"Resta anche domani","If I Stay",2014,3,107,1,1,6.7,113835,11000000,50474843,78274843,46,169,151
"The Infiltrator","The Infiltrator",2016,3,127,2,2,7,66407,28000000,15436808,21011110,66,109,187
"Passengers","Passengers",2016,3,116,2,4,7,340493,110000000,100014699,303144152,41,1186,419
"Black Mass - L'ultimo gangster","Black Mass",2015,3,123,2,1,6.9,164665,53000000,62575678,99775678,68,336,423
"Un perfetto gentiluomo","The Extra Man",2010,1,108,2,1,5.8,4726,7000000,453377,649626,56,30,102
"Sex and Zen 3D","3D Yuk po tuen: Gik lok bo gam",2011,2,129,1,1,4.3,2417,3500000,153215,10308238,36,8,60
"Beasts of No Nation","Beasts of No Nation",2015,2,137,1,2,7.7,71634,6000000,90777,90777,79,170,185
"Tomb Raider","Tomb Raider",2018,3,119,2,3,6.3,185701,94000000,58250803,274650803,48,1265,405
"Lowriders","Lowriders",2016,3,98,1,1,5.6,2175,5000000,6303560,6312033,57,14,14
"Lo spaventapassere","The Sitter",2011,1,81,1,1,5.7,67496,25000000,30441326,34942188,39,125,147
"La fredda luce del giorno","The Cold Light of Day",2012,3,93,2,2,4.9,34897,20000000,3763583,16863583,22,155,124
"Cloud Atlas","Cloud Atlas",2012,3,172,5,4,7.4,340313,102000000,27108272,130482868,55,987,523
"This Is Where I Leave You","This Is Where I Leave You",2014,2,103,1,2,6.6,71411,19800000,34296320,41296320,44,188,168
"We Want Sex","Made in Dagenham",2010,3,113,1,1,7.2,14161,7200000,1095369,12629471,65,81,147
"PPZ: Pride and Prejudice and Zombies","Pride and Prejudice and Zombies",2016,3,108,2,3,5.8,50166,28000000,10938134,16457494,45,230,283
"Upside Down","Upside Down",2012,3,109,2,1,6.4,68662,60000000,105095,22187813,45,193,175
"Inception","Inception",2010,3,148,2,3,8.8,2002816,160000000,292576195,869784991,74,3927,473
"Un weekend da bamboccioni","Grown Ups",2010,1,102,1,2,5.9,224280,80000000,162001186,271457301,30,375,183
"The Adventurer - Il mistero dello scrigno di Mida","The Adventurer: The Curse of the Midas Box",2013,3,100,3,1,5.5,5845,25000000,6399,128471,39,41,29
"La scomparsa di Alice Creed","The Disappearance of Alice Creed",2009,2,100,1,1,6.7,24772,800000,166980,896919,65,109,212
"La doppia ora","La doppia ora",2009,3,95,1,2,6.7,3653,4300000,1514942,2848165,72,23,152
"La regola del silenzio - The Company You Keep","The Company You Keep",2012,2,125,2,1,6.4,31145,2000000,5133027,20014680,57,133,167
"I guardiani del destino","The Adjustment Bureau",2011,3,106,1,1,7,240237,50200000,62495645,127869379,60,477,424
"Poliziotti fuori - Due sbirri a piede libero","Cop Out",2010,3,107,1,2,5.6,84584,30000000,44875481,55611001,31,194,210
"I Can Do Bad All by Myself","I Can Do Bad All by Myself",2009,2,113,1,1,4.5,9448,13000000,51733921,51733921,55,63,34
"I poliziotti di riserva","The Other Guys",2010,3,107,1,2,6.6,238059,100000000,119219978,170458922,64,393,280
"Suicide Squad","Suicide Squad",2016,3,123,1,3,6,586474,175000000,325100054,746846894,40,2268,703
"Total Recall - Atto di forza","Total Recall",2012,3,118,2,2,6.3,237318,125000000,58877969,198467168,43,603,419
"Downsizing - Vivere alla grande","Downsizing",2017,2,135,2,7,5.7,95518,68000000,24449754,55003890,63,938,362
"Uomini di parola","Stand Up Guys",2012,3,95,1,2,6.5,52492,15000000,3310031,5072654,41,142,188
"La mia vita è uno zoo","We Bought a Zoo",2011,3,124,1,2,7.1,132661,50000000,75624550,120081841,58,231,265
"Quando l'amore si spezza","When the Bough Breaks",2016,3,107,1,1,5.1,5635,10000000,29747603,30658387,28,43,38
"Heart of the Sea - Le origini di Moby Dick","In the Heart of the Sea",2015,3,122,3,1,6.9,119224,100000000,25020758,93920758,47,278,324
"Why Did I Get Married Too?","Why Did I Get Married Too?",2010,3,121,1,1,4.7,8960,20000000,60095852,60673972,43,73,37
"Hunger Games","The Hunger Games",2012,3,142,1,1,7.2,830511,78000000,408010692,694394724,68,2052,687
"Mad Max: Fury Road","Mad Max: Fury Road",2015,3,120,2,2,8.1,856553,150000000,154058340,375225175,90,2017,830
"Sansone","Marmaduke",2010,2,99,1,1,4.3,14091,50000000,33644788,83761844,30,67,100
"Prisoners","Prisoners",2013,3,153,1,1,8.1,581167,46000000,61002302,122126687,70,914,494
"I pinguini di Mr. Popper","Mr. Popper's Penguins",2011,3,94,1,1,6,86091,55000000,68224452,187361754,53,125,188
"It","It",2017,1,135,2,2,7.3,442715,35000000,328828874,701796444,69,1933,629
"Taken - La vendetta","Taken 2",2012,2,92,3,3,6.3,285515,45000000,139854287,376141306,45,506,365
"Viaggio nell'isola misteriosa","Journey 2: The Mysterious Island",2012,3,94,1,1,5.8,90916,79000000,103860290,335260290,41,182,182
"Straight Outta Compton","Straight Outta Compton",2015,3,147,1,1,7.8,176177,28000000,161197785,201634991,72,389,384
"Transformers 3","Transformers: Dark of the Moon",2011,3,154,1,1,6.2,380021,195000000,352390543,1123794079,42,946,437
"Un gelido inverno","Winter's Bone",2010,2,100,1,1,7.2,133783,2000000,6531503,13796834,90,350,235
"Unknown - Senza identità","Unknown",2011,3,113,4,4,6.8,244812,30000000,63686397,135710029,56,388,362
"A Boy Called Po","A Boy Called Po",2016,2,95,1,1,6.6,764,500000,4550,4550,47,13,13
"Happy Feet 2","Happy Feet Two",2011,3,100,2,1,5.9,40908,135000000,64006466,159196936,50,87,161
"Hesher è stato qui!","Hesher",2010,3,106,1,1,7,50181,7000000,382946,449702,45,108,140
"Wolves","Wolves",2014,3,91,2,1,5.3,8016,18000000,12139,491154,37,61,62
"Il Grinta","True Grit",2010,2,110,1,1,7.6,305020,38000000,171243005,252276927,80,811,521
"Remember Me","Remember Me",2010,2,113,1,2,7.1,135572,16000000,19068240,56032889,40,398,152
"The Romantics","The Romantics",2010,3,95,1,1,5.1,11559,4500000,106524,191019,43,52,37
"Twelve","Twelve",2010,3,93,2,1,5.7,11770,5000000,183920,2648195,22,52,71
"Into Darkness - Star Trek","Star Trek Into Darkness",2013,3,132,1,2,7.7,458568,190000000,228778661,467365246,72,1245,625
"Poliziotto in prova","Ride Along",2014,3,99,1,2,6.2,100500,25000000,134938200,154468902,41,129,153
"Men in Black 3","Men in Black 3",2012,3,106,2,2,6.8,329608,225000000,179020854,624026776,58,394,460
"I fiori della guerra","Jin ling shi san chai",2011,3,146,2,4,7.6,48707,94000000,311434,2855644,46,163,138
"Amici, amanti e...","No Strings Attached",2011,2,108,2,2,6.2,209640,25000000,70662220,149228077,50,218,248
"Riddick","Riddick",2013,3,119,2,1,6.4,151989,38000000,42025135,98337295,49,365,311
"Bucky Larson: Born to Be a Star","Bucky Larson: Born to Be a Star",2011,1,97,1,1,3.2,11213,10000000,2529395,2530394,9,78,49
"Una notte da leoni 2","The Hangover Part II",2011,1,102,2,2,6.4,456333,80000000,254464305,586764305,44,423,390
"Hop","Hop",2011,3,95,1,5,5.4,30778,63000000,108085305,183953723,41,103,148
"Marigold Hotel","The Best Exotic Marigold Hotel",2011,3,124,3,2,7.2,88913,10000000,46412041,136836156,62,296,271
"Tavolo 19","Table 19",2017,3,87,1,1,5.8,25512,5000000,3614896,5042014,40,130,116
"12 Soldiers","12 Strong",2018,3,130,1,5,6.6,64601,35000000,45819713,67450815,54,376,168
"Il potere dei soldi","Paranoia",2013,2,106,3,1,5.7,34504,35000000,7388654,17056265,32,92,135
"Ancora tu!","You Again",2010,2,105,1,8,5.8,48742,20000000,25702053,32054369,28,364,91
"Immigration Tango","Immigration Tango",2010,1,92,1,1,3.5,309,1100000,24554,24554,28,3,9
"Tata Matilda e il grande botto","Nanny McPhee and the Big Bang",2010,3,109,3,1,6.1,27434,35000000,29011215,93251121,52,63,99
"Bulletproof Man","Kill the Irishman",2011,3,106,1,1,7.1,44822,12000000,1188194,1188194,50,93,85
"I, Frankenstein","I, Frankenstein",2014,3,92,2,1,5.1,77469,65000000,19075290,76801179,30,233,325
"Somewhere","Somewhere",2010,2,97,4,2,6.3,42108,7000000,1785645,14788642,67,210,306
"Torn","Torn",2013,1,80,2,1,5.8,536,450000,18202,18202,59,7,5
"La versione di Barney","Barney's Version",2010,2,134,2,2,7.3,23781,30000000,4439201,12106921,67,90,187
"Stone","Stone",2010,2,105,1,1,5.4,39986,22000000,1810078,10300416,58,167,131
"Predators","Predators",2010,3,107,1,3,6.4,208732,40000000,52000688,127233108,51,679,378
"Leonie","Leonie",2010,2,102,8,1,6,422,14000000,53692,1451465,40,7,5
"Lovelace","Lovelace",2013,2,93,1,1,6.2,38047,10000000,356582,1585583,51,124,257
"Hansel & Gretel - Cacciatori di streghe","Hansel & Gretel: Witch Hunters",2013,3,88,2,1,6.1,192084,50000000,55703475,226349749,23,347,366
"Wolverine - L'immortale","The Wolverine",2013,3,126,2,2,6.7,422312,120000000,132556852,414828246,61,613,470
"Il figlio di Babbo Natale","Arthur Christmas",2011,3,97,2,1,7.1,49050,100000000,46462469,147419472,69,107,203
"Brick Mansions","Brick Mansions",2014,3,90,4,2,5.7,39400,28000000,20396829,71416730,40,128,187
"Qualcosa di straordinario","Big Miracle",2012,3,107,2,1,6.5,18452,40000000,20157300,24740061,61,73,116
"Pirati! Briganti da strapazzo","The Pirates! In an Adventure with Scientists!",2012,3,88,2,1,6.7,44121,55000000,31051126,123054041,73,109,244
"Deadpool","Deadpool",2016,3,108,1,1,8,882037,58000000,363070709,782612155,65,1449,662
"Another Year","Another Year",2010,2,129,2,1,7.3,27487,8000000,3205706,19722766,80,148,255
"Faster","Faster",2010,3,98,1,1,6.4,98882,24000000,23240020,35626958,44,193,194
"Disconnect","Disconnect",2012,2,115,1,1,7.5,72330,10000000,1436900,3428048,64,150,131
"The Apparition","The Apparition",2012,2,83,2,1,4.1,18681,17000000,4936819,11350665,18,122,145
"13 assassini","Jûsan-nin no shikaku",2010,3,141,2,1,7.6,60955,6000000,802778,18689058,84,145,293
"Amore e matrimonio","Love, Wedding, Marriage",2011,1,90,1,1,4.9,8925,12000000,1926,515823,13,14,18
"Rio","Rio",2011,3,96,2,2,6.9,202456,90000000,143619809,483866518,63,215,242
"Fright Night - Il vampiro della porta accanto","Fright Night",2011,2,106,1,1,6.3,98172,30000000,18302607,41002607,64,257,366
"Oranges and Sunshine","Oranges and Sunshine",2010,2,105,2,1,7.1,5076,4500000,143480,5017653,60,62,70
"Segui il tuo cuore","Charlie St. Cloud",2010,3,99,2,1,6.4,57799,44000000,31162545,48190704,37,93,117
"Battleship","Battleship",2012,3,131,1,2,5.8,233458,209000000,65422625,303025485,41,884,396
"Piccole bugie tra amici","Les petits mouchoirs",2010,2,154,2,1,7.1,23441,25000000,206088,53319615,50,51,125
"The American","The American",2010,3,105,2,2,6.3,90601,20000000,35606376,67876281,61,527,345
"Under the Skin","Under the Skin",2013,3,108,3,1,6.3,126149,13300000,2614251,5735963,80,863,506
"Quartet","Quartet",2012,2,98,1,4,6.8,18867,11000000,18390117,59520298,64,146,182
"Le lettere di Madre Teresa","The Letters",2014,1,114,1,1,6.1,924,20000000,1647416,1647416,25,20,22
"Le 5 leggende","Rise of the Guardians",2012,3,97,1,2,7.3,153445,145000000,103412758,306941670,58,218,269
"Prometheus","Prometheus",2012,3,124,2,2,7,560484,130000000,126477084,403354469,64,2552,833
"Killer Elite","Killer Elite",2011,2,116,2,4,6.4,122289,70000000,25124966,57084522,44,189,198
"Winnie the Pooh - Nuove avventure nel Bosco dei Cento Acri","Winnie the Pooh",2011,3,63,1,1,7.2,21288,30000000,26692846,49871429,74,69,164
"Filth","Filth",2013,3,97,5,3,7.1,99455,5000000,34411,8417248,56,160,270
"Vanishing on 7th Street","Vanishing on 7th Street",2010,3,92,1,1,4.9,24695,10000000,22729,1671196,50,172,144
"Monsters University","Monsters University",2013,3,104,1,1,7.3,313986,200000000,268492764,743559607,65,336,395
"The Help","The Help",2011,1,146,1,1,8,419566,25000000,169708112,216639112,62,570,394
"Gravity","Gravity",2013,3,91,3,2,7.7,755710,100000000,274092705,723192705,96,2103,782
"L'evocazione - The Conjuring","The Conjuring",2013,3,112,1,2,7.5,430412,20000000,137400141,319501756,68,1065,564
"Kidnap","Kidnap",2017,3,95,1,1,5.9,32897,21000000,30971040,34814102,44,350,108
"The Next Three Days","The Next Three Days",2010,3,133,2,1,7.4,178794,30000000,21148651,67448651,52,321,239
"Dream House","Dream House",2011,3,84,2,1,6,62632,50000000,21302340,39984400,35,173,183
"Letters to God","Letters to God",2010,2,110,1,2,6.3,4643,3000000,2848578,3269546,31,65,20
"Buried - Sepolto","Buried",2010,3,95,1,2,7,147314,3000000,1044143,19439764,65,554,370
"L'incredibile vita di Timothy Green","The Odd Life of Timothy Green",2012,3,105,1,1,6.6,44458,25000000,51854875,56012642,47,129,163
"The Grandmaster","Yi dai zong shi",2013,3,130,2,3,6.6,30815,38600000,6594959,73906736,73,138,283
"Big Mama: Tale padre tale figlio","Big Mommas: Like Father, Like Son",2011,3,107,1,1,4.4,25033,32000000,37915414,82686066,22,52,88
"Annie Parker","Decoding Annie Parker",2013,1,91,1,1,6.2,2895,2000000,48390,60048,56,34,13
"Sono il numero quattro","I Am Number Four",2011,3,111,2,2,6.1,225100,60000000,55100437,149878437,36,389,295
"Stake Land","Stake Land",2010,3,98,1,1,6.5,40150,650000,33245,405380,66,154,221
"Baywatch","Baywatch",2017,3,116,3,2,5.5,156266,69000000,58060186,177856751,37,461,332
"Redemption Road","Redemption Road",2010,1,95,1,1,5.7,488,2300000,29384,29384,44,9,13
"MacGruber","MacGruber",2010,2,90,1,2,5.5,41896,10000000,8525600,9322895,43,156,146
"Monsters","Monsters",2010,3,94,3,2,6.4,86757,500000,237301,5060438,63,500,352
"Max Steel","Max Steel",2016,3,92,2,1,4.6,17909,10000000,3818664,6272403,22,104,42
"Bridget Jones's Baby","Bridget Jones's Baby",2016,3,123,5,2,6.5,66417,35000000,24252420,211952420,59,144,192
"Saw 3D - Il capitolo finale","Saw 3D",2010,2,90,2,1,5.6,88695,20000000,45710178,136150434,24,304,187
"Aquaman","Aquaman",2018,3,143,2,4,6.9,348878,160000000,335061807,1148485886,55,3883,446
"Benvenuti a Cedar Rapids","Cedar Rapids",2011,1,87,1,1,6.2,35767,10000000,6861102,7728936,70,92,215
"Le amiche della sposa","Bridesmaids",2011,2,125,1,3,6.8,263044,32500000,169106725,288383523,75,569,386
"Attraverso i miei occhi","The Art of Racing in the Rain",2019,3,109,1,2,7.6,21842,18000000,26395642,33766787,43,294,74
"Attack the Block - Invasione aliena","Attack the Block",2011,3,88,1,1,6.6,98220,13000000,1024175,6206022,75,343,416
"Cosmopolis","Cosmopolis",2012,3,109,4,1,5.1,43949,20500000,763556,7029095,58,222,384
"Lorax - Il guardiano della foresta","The Lorax",2012,3,86,2,1,6.4,96541,70000000,214030500,348840316,46,240,247
"Oblivion","Oblivion",2013,3,124,1,1,7,476845,120000000,89107235,286168572,54,1015,566
"Innamorarsi a Middleton","At Middleton",2013,2,99,1,1,6.5,7702,2500000,53837,82993,60,45,65
"30 Beats","30 Beats",2012,2,88,2,2,4.1,929,1000000,14693,14693,20,1,16
"No God, No Master","No God, No Master",2013,3,94,1,1,5.9,815,6000000,6796,6796,48,17,5
"The Greatest Showman","The Greatest Showman",2017,3,105,1,1,7.6,226510,84000000,174340174,435086403,48,1819,331
"Cappuccetto rosso sangue","Red Riding Hood",2011,3,100,2,1,5.5,106878,42000000,37662162,90260376,29,328,301
"The Raven","The Raven",2012,3,110,4,1,6.4,81611,26000000,16008272,29699345,44,221,273
"5 Days of War","5 Days of War",2011,3,113,2,1,5.6,13403,12000000,17479,316944,31,68,76
"What If","The F Word",2013,2,98,2,1,6.8,69221,11000000,3493000,8526288,59,132,166
"Khumba - Cercasi strisce disperatamente","Khumba",2013,3,85,1,1,5.7,5462,20000000,1029,27187375,40,19,43
"Cambio vita","The Change-Up",2011,2,112,1,2,6.3,164052,52000000,37081475,75450437,39,174,220
"Down Terrace","Down Terrace",2009,2,93,1,1,6.5,3435,30000,9812,9812,68,28,51
"La rivincita delle sfigate","Booksmart",2019,1,102,1,3,7.2,84858,6000000,22680962,24863452,84,788,263
"Una spia e mezzo","Central Intelligence",2016,3,107,2,1,6.3,155085,50000000,127440871,216972543,52,241,241
"The Lego Movie","The Lego Movie",2014,3,100,3,2,7.7,319327,60000000,257760692,468060692,83,552,463
"I Saw the Light","I Saw the Light",2015,3,123,1,1,5.7,6168,13000000,1646788,1767963,47,57,96
"The Iceman","The Iceman",2012,3,106,1,1,6.8,69211,10000000,1969193,4552970,60,187,227
"Underworld - Il risveglio","Underworld Awakening",2012,3,88,2,2,6.4,144040,70000000,62321039,160112671,39,299,255
"The Paperboy","The Paperboy",2012,3,107,1,1,5.8,35280,12500000,693286,3783865,45,166,250
"L'amore che resta","Restless",2011,2,91,1,1,6.8,17242,8000000,163265,2518012,47,34,162
"Come ammazzare il capo... e vivere felici","Horrible Bosses",2011,2,98,1,1,6.9,416024,35000000,117538559,209838559,57,442,349
"Bad Boys for Life","Bad Boys for Life",2020,3,124,2,2,6.6,111557,90000000,204417855,424617855,59,1072,238
"Drive Angry","Drive Angry",2011,3,104,1,1,5.4,93316,50000000,10721033,40909909,44,241,301
"Halloween","Halloween",2018,3,106,2,1,6.6,112488,10000000,159342015,255485178,67,1760,486
"Fantastic 4 - I fantastici quattro","Fantastic Four",2015,3,100,3,2,4.3,149218,120000000,56117548,167882881,27,858,419
"Monogamy","Monogamy",2010,2,96,1,1,5,728,5000000,21527,21527,47,14,33
"Il discorso del re","The King's Speech",2010,3,118,3,1,8,628323,15000000,138797449,427374317,88,760,480
"Knockout - Resa dei conti","Haywire",2011,3,93,2,2,5.8,82305,23000000,18942396,34513760,67,451,407
"Caterpillar","Kyatapirâ",2010,3,85,1,1,6.7,1018,120000,4157,251922,75,8,45
"Janie Jones","Janie Jones",2010,3,114,1,1,6.6,2152,3000000,6840,6840,52,15,29
"I tre moschettieri","The Three Musketeers",2011,3,110,4,1,5.7,101840,75000000,20374484,132274484,35,297,237
"Super - Attento crimine!!!","Super",2010,3,96,1,1,6.7,74019,2500000,327716,422618,50,252,248
"Sherlock Holmes - Gioco di ombre","Sherlock Holmes: A Game of Shadows",2011,3,129,2,5,7.5,413820,125000000,186848418,543848418,48,448,250
"The Host","The Host",2013,3,125,3,1,5.9,109649,40000000,26627201,63365859,35,408,284
"A Star Is Born","A Star Is Born",2018,3,136,1,1,7.7,318520,36000000,215288866,436188866,88,2687,473
"Spy Kids 4 - È tempo di eroi","Spy Kids 4: All the Time in the World",2011,3,89,1,1,3.5,22178,27000000,38538188,85564310,37,93,75
"Meek's Cutoff","Meek's Cutoff",2010,2,104,1,1,6.5,12000,2000000,977772,1205257,85,125,207
"Area 51","Area 51",2015,3,91,1,1,4.2,12920,5000000,7556,7556,30,105,59
"The Oogieloves in the Big Balloon Adventure","The Oogieloves in the Big Balloon Adventure",2012,3,88,1,1,2.1,14827,20000000,1065907,1065907,32,87,27
"Anonymous","Anonymous",2011,2,130,3,5,6.9,38937,30000000,4463292,15395087,50,149,293
"Contraband","Contraband",2012,3,109,3,2,6.5,115327,25000000,66528000,96262212,51,179,272
"The Vatican Tapes","The Vatican Tapes",2015,2,91,1,2,4.8,14193,8000000,1784763,13015764,38,88,106
"Come ti rovino le vacanze","Vacation",2015,2,99,1,1,6.1,96697,31000000,58884188,107228221,34,341,232
"Melancholia","Melancholia",2011,2,135,4,1,7.2,164471,7400000,3030848,17039814,80,645,423
"Exodus - Dei e re","Exodus: Gods and Kings",2014,3,150,3,1,6,157504,140000000,65014513,268175631,52,747,333
"Daddy's Home","Daddy's Home",2015,2,96,1,1,6.2,105614,50000000,150357137,242786137,42,195,175
"Trust","Trust",2010,3,106,1,1,6.9,40750,4000000,120016,595802,60,155,102
"Everything Must Go","Everything Must Go",2010,1,97,1,1,6.4,47271,5000000,2711643,2820490,65,106,154
"Beginners","Beginners",2010,3,105,1,2,7.2,86766,3200000,5790894,14311701,81,161,173
"Line of Duty","Line of Duty",2013,3,112,1,2,5.1,775,2500000,54204,54204,24,9,1
"Battle of the Year - La vittoria è in ballo","Battle of the Year",2013,2,110,1,1,5,8983,20000000,8888355,16549477,29,30,64
"Rang zi dan fei","Rang zi dan fei",2010,3,132,2,1,7.3,9084,18000000,63012,104731450,66,37,75
"Shaolin","Xin Shao Lin si",2011,2,131,2,2,6.9,18403,29000000,66099,42982973,53,43,66
"Elysium","Elysium",2013,3,109,3,5,6.6,413841,115000000,93050117,286140700,61,920,503
"Captain Phillips - Attacco in mare aperto","Captain Phillips",2013,3,134,1,2,7.8,412102,55000000,107100855,218791811,82,629,512
"Il matrimonio che vorrei","Hope Springs",2012,3,100,2,1,6.3,40137,30000000,63536011,114281051,65,202,236
"Douchebag","Douchebag",2010,2,81,1,1,6.1,144,500000,20615,20615,56,NaN,15
"The Son of No One","The Son of No One",2011,3,90,1,1,5.1,16302,15000000,30680,1091132,36,54,60
"Punto d'impatto","The Ledge",2011,3,101,3,1,6.5,18480,10000000,9216,1247188,34,98,57
"Paranormal Activity 2","Paranormal Activity 2",2010,1,91,1,2,5.6,97205,3000000,84752907,177512032,53,379,218
